#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BayesianSkyline.t:true" spec="beast.evolution.tree.coalescent.BayesianSkyline">
#            <parameter dimension="5" id="bPopSizes.t:true" lower="0.0" name="popSizes" upper="380000.0">380.0</parameter>
#            <groupSizes dimension="5" id="bGroupSizes.t:true" spec="beast.core.parameter.IntegerParameter">1</groupSizes>
#            <treeIntervals id="BSPTreeIntervals.t:true" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:true">
#                    <taxonset id="TaxonSet.true" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <distribution id="MarkovChainedPopSizes.t:true" jeffreys="true" parameter="@bPopSizes.t:true" spec="beast.math.distributions.MarkovChainDistribution"/>
#        <prior id="RateACPrior.s:true" name="distribution">
#            <parameter id="rateAC.s:true" lower="0.0" name="x">1.0</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="alpha">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.1" name="beta">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateAGPrior.s:true" name="distribution">
#            <parameter id="rateAG.s:true" lower="0.0" name="x">1.0</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">20.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateATPrior.s:true" name="distribution">
#            <parameter id="rateAT.s:true" lower="0.0" name="x">1.0</parameter>
#            <Gamma id="Gamma.2" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="alpha">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.5" name="beta">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateCGPrior.s:true" name="distribution">
#            <parameter id="rateCG.s:true" lower="0.0" name="x">1.0</parameter>
#            <Gamma id="Gamma.3" name="distr">
#                <parameter estimate="false" id="RealParameter.6" name="alpha">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.7" name="beta">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateGTPrior.s:true" name="distribution">
#            <parameter id="rateGT.s:true" lower="0.0" name="x">1.0</parameter>
#            <Gamma id="Gamma.4" name="distr">
#                <parameter estimate="false" id="RealParameter.8" name="alpha">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.9" name="beta">10.0</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@true" id="treeLikelihood.true" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:true">
#            <siteModel id="SiteModel.s:true" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:true" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:true" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:true" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="gtr.s:true" rateAC="@rateAC.s:true" rateAG="@rateAG.s:true" rateAT="@rateAT.s:true" rateCG="@rateCG.s:true" rateGT="@rateGT.s:true" spec="beast.evolution.substitutionmodel.GTR">
#                    <parameter estimate="false" id="rateCT.s:true" lower="0.0" name="rateCT">1.0</parameter>
#                    <frequencies id="estimatedFreqs.s:true" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:true" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:true" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:true" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	NSlikelihood	posterior	likelihood	prior	treeLikelihood	TreeHeight	rateAC	rateAG	rateAT	rateCG	rateGT	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bPopSizes.5	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5
26	-8224.592370585075	-8257.821537463446	-8224.592370585075	-33.22916687837058	-8224.592370585075	2.501189352597091	1.0049679620652963	0.2294455292981087	0.17487896179713508	3.6995101159186756	4.051467011336152E-5	0.24111920889684396	0.2416726378252989	0.2514202195709891	0.2657879337068681	-6.341789921603339	85.88141203555351	138.54638867124515	41.61460130631836	12.704683924916505	0.2850135969014935	9	37	-46	-3	8
27	-8224.211309327777	-8255.068593747981	-8224.211309327777	-30.857284420203698	-8224.211309327777	2.4253103000894827	1.0049679620652963	0.22722705418176864	0.27044288089829094	3.6995101159186756	5.440173460452124E-5	0.24590192156631954	0.2414115022952015	0.2514202195709891	0.2612663565674899	-6.3977882059136775	57.58761680496632	42.12045242192544	30.7971350065844	8.866696249460157	0.17077975244576843	4	46	-49	-4	8
28	-8222.848949103054	-8249.307497447428	-8222.848949103054	-26.458548344374194	-8222.848949103054	2.4037679501026816	0.9780952574295865	0.17400328843833615	0.4208568156126295	3.37264981834905	9.892795072192532E-5	0.24440745391871005	0.24634097782610043	0.250130696476849	0.25912087177834064	-3.8656380670908277	33.69164272911558	84.23087750323876	0.6496773821500991	1.6512899729755912	0.28758013763613127	20	40	-59	-11	15
29	-8219.726651129842	-8241.162210450682	-8219.726651129842	-21.435559320840095	-8219.726651129842	2.2665535764268205	0.7953578045522418	0.1414647674487557	0.3803948263994994	3.6794086805115467	1.8207599362641783E-5	0.2384560135851509	0.24634097782610043	0.25608213681040815	0.25912087177834064	-3.9197742886772664	185.59421638644662	11.056565299527684	0.9677241198114285	0.4169858604968096	0.48866147716022656	17	37	-53	0	4
30	-8219.095574224437	-8239.988206429764	-8219.095574224437	-20.892632205327285	-8219.095574224437	2.330942273807641	0.8681701929461206	0.15919861519913928	0.40774264009948	3.6794086805115467	7.3927261827109925E-6	0.2510109624738023	0.24515216256821065	0.2499409021276054	0.2538959728303818	-6.763826783683697	24.533163523534583	40.07834384531366	0.8345883346199305	0.2797531284916138	0.07375998610510331	14	50	-62	4	-1
31	-8218.845642020146	-8235.342167037663	-8218.845642020146	-16.496525017516955	-8218.845642020146	2.1880323365166654	0.8681701929461206	0.17914025686032992	0.40774264009948	3.6794086805115467	1.2835709709255933E-5	0.2510109624738023	0.24305658094550442	0.2503827482394813	0.25554970834121205	-6.060981732396673	5.505715507185153	2.012103965743158	2.2769072995284	0.6004489612703822	0.22502037760041665	14	42	-55	-2	6
32	-8218.598437097398	-8240.357651262257	-8218.598437097398	-21.759214164858584	-8218.598437097398	2.6090511262038585	0.8681701929461206	0.1637459516611578	0.3117083282865509	3.9191977137964096	2.071580929478427E-5	0.2432415166453531	0.24765980490991765	0.2480186636876107	0.2610800147571187	-7.131908422357901	20.537143751260608	2.0887103062639962	1.6134555582147454	1.9264986954401546	1.1167523159828556	4	55	-58	-2	6
33	-8217.645779045239	-8233.441256427717	-8217.645779045239	-15.79547738247817	-8217.645779045239	2.47796006141785	0.8681701929461206	0.16783137877985355	0.348758574985996	3.9191977137964096	2.128044783469841E-5	0.23941098060906676	0.24765980490991765	0.251849199723897	0.2610800147571187	-4.083102703239689	33.960312933099665	0.45265155640469834	0.17179539732132587	0.24536387977747245	0.6320798246946239	1	53	-43	-3	-3
34	-8216.76086489923	-8233.81710598622	-8216.76086489923	-17.056241086988965	-8216.76086489923	2.6011204450467607	0.7789638020790378	0.11483569544994501	0.25245601353941155	3.9191977137964096	2.9389069402070993E-5	0.24381668541363172	0.2432541001053527	0.251849199723897	0.2610800147571187	-8.64161827260604	12.017597304398933	1.3591970491585752	0.29711682346165447	0.19682834001856167	0.24425555186737877	1	57	-39	-16	2
35	-8216.086702604114	-8233.957583203988	-8216.086702604114	-17.87088059987459	-8216.086702604114	2.6134998428805667	0.8588608022720244	0.13897923821798222	0.25245601353941155	3.9191977137964096	7.543425490277668E-5	0.24161795565119767	0.24291772620086607	0.25014543232695996	0.2653188858209764	-6.24465570170621	14.738403129096135	0.3632705788744992	0.2035127735556924	0.66493030023236	0.3246258815361112	1	67	-34	-32	3
36	-8215.566604468135	-8235.87411968065	-8215.566604468135	-20.307515212515476	-8215.566604468135	2.5210834835566756	0.7097387426538541	0.23700851272988227	0.30808780581698264	3.9191977137964096	2.54451419003164E-4	0.24175845157513645	0.2427772302769273	0.25014543232695996	0.2653188858209764	-8.174446345815088	47.40835726894918	1.998862662128046	0.22587465522766714	0.12004572721949251	0.0072651583907342495	1	69	-33	-49	17
37	-8215.399813309814	-8225.687427951938	-8215.399813309814	-10.287614642124325	-8215.399813309814	2.502264967720325	0.7097387426538541	0.21170872872927463	0.29148374255365217	3.9191977137964096	2.5598171975026136E-4	0.24262489455000358	0.24191078730206017	0.25014543232695996	0.2653188858209764	-2.456702180586825	24.27183247158785	0.3515299631192859	0.5469430675522908	0.005445842668677442	0.0016741804939570532	1	63	-28	-43	12
38	-8215.33000210262	-8228.141830460954	-8215.33000210262	-12.811828358332741	-8215.33000210262	2.5188756473384104	0.6650473631006782	0.23380139302268846	0.24898978342858635	3.962717541439824	2.1245909710034704E-4	0.24821569340482197	0.24191078730206017	0.24911105926679597	0.260762460026322	-7.872517992797529	4.654605591872158	0.30560105454094183	0.09794822256572275	0.1051827574873205	0.0026418755774941702	2	67	-27	-51	14
39	-8214.950905063068	-8227.456158604033	-8214.950905063068	-12.505253540964334	-8214.950905063068	2.415873156959474	0.6650473631006782	0.23380139302268846	0.2761045153989769	3.962717541439824	4.151991347476006E-5	0.24821569340482197	0.24152058726195338	0.24950125930690276	0.260762460026322	-5.408520779186775	12.078960117288197	0.3309477537232763	0.5447570345469827	0.061557169603633145	0.008563012683624197	1	46	0	-62	20
40	-8214.38198407345	-8226.38958950163	-8214.38198407345	-12.007605428179552	-8214.38198407345	2.3594661641547865	0.6650473631006782	0.27294373864752225	0.3445047456594909	3.962717541439824	3.5325077662137434E-5	0.24821569340482197	0.23420724776412996	0.2516711234970479	0.26590593533400025	-4.845639234790907	24.183457525344437	0.4579300078990489	0.0786754479523517	0.10023642368344149	0.004777898447278907	1	57	-16	-72	35
41	-8214.128139464146	-8228.705839020473	-8214.128139464146	-14.577699556326458	-8214.128139464146	2.4396057071227486	0.6454618364138188	0.27294373864752225	0.320492138999414	3.962717541439824	2.419211924593423E-4	0.2488580523020494	0.23426854780194226	0.24926657080895478	0.26760682908705363	-4.909034919645295	18.717943155726996	0.45381120129992936	0.16769794476100774	0.17923144931982185	0.0024354784105319136	1	61	-10	-81	34
42	-8214.02183780548	-8228.26576623359	-8214.02183780548	-14.243928428110134	-8214.02183780548	2.3673031577725614	0.658539648261468	0.27917421999179237	0.320492138999414	3.962717541439824	0.0010218602980017802	0.24812552506957614	0.23426854780194226	0.24999909804142806	0.26760682908705363	-4.342762931238453	15.286556369428611	0.3042593429164435	0.15637234663822708	0.11379345008309377	0.04155703151807102	1	67	-12	-88	37
43	-8213.836366151927	-8237.740824216451	-8213.836366151927	-23.904458064523244	-8213.836366151927	2.4186416952202054	0.6475648080861731	0.29431634032671544	0.320492138999414	4.16845421261127	0.0018318735841446052	0.24682621134222574	0.23556786152929265	0.24999909804142806	0.26760682908705363	-8.236147714639277	5.8032240536824	0.87827860663016	2.0050367765144577	0.6448727370486899	0.36890782985054915	1	66	-22	-76	36
44	-8213.767917139354	-8239.275782187853	-8213.767917139354	-25.5078650484999	-8213.767917139354	2.4881853226943362	0.6475648080861731	0.2724033431315966	0.320492138999414	4.16845421261127	0.0050305636806743485	0.24682621134222574	0.23556786152929265	0.24999909804142806	0.26760682908705363	-6.9521047972147425	16.29829784169753	0.9326781674815026	1.2202878770908403	1.1112291026438603	0.9787559204029959	1	51	-22	-58	33
45	-8213.762790634317	-8236.156073448496	-8213.762790634317	-22.393282814179244	-8213.762790634317	2.521756393655388	0.6475648080861731	0.2769218334679372	0.320492138999414	4.16845421261127	0.005734869448921371	0.2482939508632773	0.23556786152929265	0.24999909804142806	0.2661390895660021	-7.288399286326972	6.6488292999186935	0.4349983959568017	0.32572121129801934	0.6686142905351942	0.72448933709875	2	45	-16	-62	36
46	-8213.706307211698	-8242.641359963702	-8213.706307211698	-28.935052752002868	-8213.706307211698	2.4465518370916306	0.6475648080861731	0.2976710246231107	0.320492138999414	4.16845421261127	0.009383990873833613	0.2479239702956674	0.23556786152929265	0.24999909804142806	0.26650907013361197	-9.781712755035244	6.051149252971999	1.6288372850443928	2.130947687512729	2.101850505219483	1.5590847748549286	1	47	-16	-61	34
