#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:true" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:true" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:true">
#                <taxonset id="TaxonSet.true" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:true" name="distribution" x="@birthRate.t:true">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:true" name="distribution">
#            <parameter id="ucldStdev.c:true" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.1" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@true" id="treeLikelihood.true" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:true">
#            <siteModel id="SiteModel.s:true" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:true" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:true" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:true" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:true" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:true" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:true">
#                <LogNormal S="@ucldStdev.c:true" id="LogNormalDistributionModel.c:true" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.2" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="10" id="rateCategories.c:true" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:true" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	NSlikelihood	posterior	likelihood	prior	treeLikelihood	TreeHeight	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	YuleModel	birthRate
11	-8241.29488028422	-8246.254059389705	-8241.29488028422	-4.959179105484088	-8241.29488028422	1.1693267038310449	0.0850833661132501	0.9353622598994069	0.007661717482805381	0.09267792048893082	-5.891974641614249	1.1938052621851638
12	-8221.681099261823	-8225.416642738659	-8221.681099261823	-3.735543476836213	-8221.681099261823	0.9791447578826046	0.025265457283856776	0.9993269851012688	2.605617559474078E-4	0.01613493579716854	-5.38398604910561	1.1976570838123288
13	-8220.004287051672	-8223.015728931756	-8220.004287051672	-3.0114418800832983	-8220.004287051672	1.1049529321603635	0.00406812647575088	1.0015442085441795	1.810802074286154E-5	0.004251602524730399	-5.556197441640185	0.7566653956113367
14	-8207.452867607886	-8212.075838731935	-8207.452867607886	-4.622971124048044	-8207.452867607886	1.1194277924366676	0.0815582002221942	1.0332236037292615	0.006454550240847767	0.0787656534003092	-5.5844789359423235	1.0116101528527468
15	-8205.85185800025	-8210.22786860515	-8205.85185800025	-4.376010604902078	-8205.85185800025	0.9717067076485422	0.12086993495602005	1.0085567045539292	0.01297900904961993	0.11304547844798743	-5.053460651504751	1.1169585151418528
16	-8205.743771055997	-8210.235697466762	-8205.743771055997	-4.491926410763886	-8205.743771055997	1.0443793767347007	0.03449055567749652	0.9957133878809435	0.0010684618663425814	0.03273844886269288	-5.972914884330346	0.6623049828513566
17	-8204.744384440604	-8208.727349626346	-8204.744384440604	-3.9829651857417545	-8204.744384440604	1.1385782395625283	0.012683694373698826	0.9939661586540796	1.864949605434142E-4	0.013685191139626586	-5.981624186346737	1.1409680809639071
18	-8203.115941279675	-8207.314300140204	-8203.115941279675	-4.198358860529559	-8203.115941279675	1.0515457531151398	0.0364153956130431	1.0065770783308867	0.001068306919524215	0.0327639713889203	-5.649304636611315	0.6880477891354313
19	-8202.33460671609	-8207.380181657947	-8202.33460671609	-5.045574941858804	-8202.33460671609	1.0460561953151049	0.10448828812073849	1.0164591141333292	0.006427834614289463	0.07962032122730545	-5.832972793420781	0.9821300305910706
20	-8201.673775937274	-8206.204178735137	-8201.673775937274	-4.530402797864496	-8201.673775937274	1.0740757796649085	0.039994609499206815	0.9998097726346872	0.0010059062937473838	0.03187771981749789	-5.928812550626613	1.2343994698620084
21	-8201.548552568049	-8207.378516102288	-8201.548552568049	-5.82996353423825	-8201.548552568049	1.0841077036362063	0.22378142755056254	1.062687774846894	0.062188696629639696	0.2378393890769945	-5.954355655658217	0.5836793680193607
22	-8201.491036388508	-8206.530531483058	-8201.491036388508	-5.039495094550713	-8201.491036388508	1.0010228317600314	0.17826025271652784	1.0281880324931176	0.029070590739477282	0.15911207904811253	-5.387790373949423	0.9750650543721657
23	-8200.963854086576	-8205.581071675399	-8200.963854086576	-4.617217588822175	-8200.963854086576	0.9526949969568574	0.14070788471821766	1.0733586797596844	0.01694324404444866	0.11841706070936937	-5.172754805176551	1.007599773308633
24	-8199.70947840126	-8205.887300968183	-8199.70947840126	-6.1778225669224405	-8199.70947840126	1.0111306458419684	0.12236374416398813	1.0323581193274287	0.014727898965359257	0.11915282251143196	-6.84570596945193	0.38727169643035786
25	-8198.979735479092	-8205.112805219194	-8198.979735479092	-6.133069740102648	-8198.979735479092	1.1580684277317292	0.24810868238806838	0.9358352658516366	0.033849725928485924	0.19358105293053346	-6.146249337163321	1.1074356267388301
26	-8198.456795865504	-8204.11711392309	-8198.456795865504	-5.6603180575863545	-8198.456795865504	1.1261623193659118	0.21217591932577265	0.9652823545467983	0.0642324129501894	0.2673456032315102	-5.839617218193854	0.9123314122711044
27	-8197.853003547829	-8204.425909722137	-8197.853003547829	-6.572906174308609	-8197.853003547829	1.2298702167910887	0.29468158438744424	0.8262231352054794	0.07574043673144286	0.306409262241891	-6.384933328220437	0.7224312749321257
28	-8197.683805708863	-8204.82043772367	-8197.683805708863	-7.136632014807746	-8197.683805708863	1.2127434617351287	0.26545673431284555	0.8592476941680282	0.023245974922645726	0.1695968365514807	-7.073269845890742	0.41642444058861683
29	-8197.536022195254	-8204.099513971438	-8197.536022195254	-6.563491776183831	-8197.536022195254	1.2129393108926978	0.23012863892696706	0.855301110024857	0.02987445963370139	0.1953622765564711	-6.65838704529612	0.49586363820746204
30	-8197.527906418514	-8203.464182557436	-8197.527906418514	-5.936276138921791	-8197.527906418514	1.205896201317741	0.2064885057535466	0.8931550447519767	0.017562106857277642	0.15024729718544538	-6.142977239100708	0.6901582741841932
31	-8197.485409522355	-8203.463712899933	-8197.485409522355	-5.978303377578861	-8197.485409522355	1.1792700387688695	0.19739326515074537	0.9001770003999584	0.04721121485062754	0.22710003578905735	-6.229559761721708	0.6027811605868993
32	-8197.44841327918	-8203.53335214056	-8197.44841327918	-6.084938861379514	-8197.44841327918	1.196082778785214	0.23875318426191278	0.9020350057870634	0.048919631870437304	0.23865768572717574	-6.1403119005405244	0.6603759631840528
33	-8197.321608643599	-8203.885484980952	-8197.321608643599	-6.563876337352827	-8197.321608643599	1.148321239062392	0.37844212316378206	0.9398803813883594	0.06679471077805281	0.26193204444262536	-6.041400417129717	1.1600007340176814
34	-8197.306380040196	-8208.312587178527	-8197.306380040196	-11.00620713833001	-8197.306380040196	1.1761922393792776	0.3870376431762865	0.9240389448893425	0.05911122398700223	0.2759051172338779	-10.450883929956394	2.5430074899101096
35	-8197.264406249602	-8203.8113480231	-8197.264406249602	-6.546941773498841	-8197.264406249602	1.1683105579299227	0.38090353657059356	0.927993044401886	0.06532348328105964	0.2878593497866817	-6.015035898537783	1.0812222478306237
36	-8197.26373279774	-8209.565752828712	-8197.26373279774	-12.302020030970839	-8197.26373279774	1.1513629443426372	0.3869696768952439	0.9328872917475792	0.11577009976865245	0.33623502487278345	-11.746955647666496	2.893815725625582
37	-8197.26320527764	-8204.073201736384	-8197.26320527764	-6.80999645874361	-8197.26320527764	1.1540149854971042	0.39255315881957026	0.931370505437771	0.05140668149080985	0.24048266072337415	-6.233716283791966	1.2330489435317284
38	-8197.258993125453	-8203.692422898592	-8197.258993125453	-6.433429773138692	-8197.258993125453	1.164525395721414	0.3910564896106985	0.9289834251584063	0.049045388236411386	0.23975412934748064	-5.862827306831202	0.8828888104207646
39	-8197.2550874345	-8205.374302770137	-8197.2550874345	-8.119215335636905	-8197.2550874345	1.173760428046976	0.39815619031251137	0.925828230623152	0.05230112490239359	0.25052639196608484	-7.521738724519229	1.723935608404917
40	-8197.254640652898	-8203.889094250622	-8197.254640652898	-6.634453597723517	-8197.254640652898	1.1734403889357918	0.40239005986862963	0.9223266075346768	0.053349381385602725	0.25341393827882996	-6.021020752205037	0.6525818839135542
41	-8197.25450391285	-8204.000883099436	-8197.25450391285	-6.746379186584862	-8197.25450391285	1.1710560206278418	0.3969022467460078	0.9244244614828978	0.05199212028003587	0.24967204248346586	-6.1536382705757715	1.1615762739258002
